RECORD_ID,RECORD_DATETIME,RECORD_URL,RECORD_TITLE,RECORD_TEXT,DOMAIN_ROOT_URL,CITY_NAME,STATE_CODE,COUNTRY_CODE,GPS_COORDINATES,AUTHOR_ID,AUTHOR_HANDLE,AUTHOR_NAME,AUTHOR_GENDER,AUTHOR_DESCRIPTION,_AUTHOR_PROFILE_URL,AUTHOR_AVATAR_URL,AUTHOR_FOLLOWERS,AUTHOR_VERIFIED_STATUS,META_TAGS,META_TAGS2,NET_PROMOTER_SCORE,OVERALL_STAR_RATING,OVERALL_SURVEY_SCORE,SOURCE_TYPE
"page2-review4","August 5, 2019","https://www.amazon.com/gp/customer-reviews/R1PHGYC4GWKCAU/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07GT9L6SQ","Not what I expected","I added the floodlight camera a week ago before adding this one and there is a noticeable difference in the video quality in this one.The video is very choppy and low resolution compared to the floodlight camera. Its closer to my router so I don't think it is a network issue. Nevertheless, it does what it says it does. The solar option is great. My battery started at 73% when I installed it and is not up to 83% after a week of use.","","","","","","","","Melvin Cooper","","","","","","","B07GT9L6SQ","AmazonReview","","","",""
"page3-review0","June 30, 2019","https://www.amazon.com/gp/customer-reviews/R1F2QZMA6K8JH0/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07Z4GHB12","An amazing refresh of the base Fire tablet at an affordable price","Original review (June 9, 2019) and three updates placed at the end of the original review (June 10, 2019, June 14, 2019, and June 21, 2019, respectively).<br /><br />ORIGINAL REVIEW: June 9, 2019 (5/5 stars)<br />UPDATED REVIEW: June 21, 2019 (4/5 stars)<br /><br />For background information, I am a professor and a tech geek. I have used Amazon devices for around eight years now. I currently own three Kindle e-readers (Kindle Touch, Kindle Paperwhite 3rd generation, and Kindle 10). I also own four Amazon Fire tablets (2015 Fire 7 -5th generation, 2019 Fire 7 – 9th generation, 2017 Fire HD 8 - 7th generation and 2018 Fire HD 8 –8th generation) and 3 Echo devices (1st generation Echo, 2nd generation Echo Dot, and 3rd generation Echo Dot). Please note that I have traded-in some of the dated versions of the above-listed products to get upgraded versions (more on this under the “Saving Money on Purchases” section).<br /><br />This device is Amazon’s most recently refreshed (2019 – 9th gener","","","","","","","","Professor Nishanth","","","","","","","B07Z4GHB12","AmazonReview","","","",""
"page3-review5","August 12, 2019","https://www.amazon.com/gp/customer-reviews/R1LSEQPX93JG8Y/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07GT9L6SQ","works just like brand new","This is my second ring camera. While they are not perfect, we are happy with them for the most part. Still some slight lagging but may just be our internet provider. Literally can not tell the difference between the one we bout brand new and the refurbished. Liked the savings buying refurbished.","","","","","","","","Amazon Customer","","","","","","","B07GT9L6SQ","AmazonReview","","","",""
"page3-review1","June 10, 2019","https://www.amazon.com/gp/customer-reviews/R2ZOYHCD2NFNVH/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07Z4GHB12","I can finally recommend the Fire 7","I having been buying the smaller Fire tablets (7 inch) since the beginning and I can now recommend to buy this tablet. I have other sized Fire tablets (8 Inch) and a new ipad, plus the new Kindle paper white, but the Fire 7 is my go to tablet. What I use it for. Prime Video, Hulu, Netflix, Youtube.  Kindle reader for books and bible. Audible books from audible. Podcasts (stitcher). Comixology for comics (old school Marvel fan!). Instagram (I do not use facebook). Home automation with Alexa (control of my lights, ring alarm, alarms, and basic questions) works great both hands free as well as pressing the home button.  I also play light games on it, Word search, Temple run, Angry Birds series of games, Yahtzee, Subway Surfer, Crossy Roads, and a few others.  I also listen to Amazon prime music (Apple music does not work on this device).  I mainly use my Apple air buds when watching and listening and it sounds fantastic.  Picture quality is great.  This is a snappy little tablet and my fa","","","","","","","","Rick","","","","","","","B07Z4GHB12","AmazonReview","","","",""
"page3-review6","August 25, 2019","https://www.amazon.com/gp/customer-reviews/RJ8J9DKM6EGV2/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07GT9L6SQ","Works great, but missing a pretty important part.","Sounds like I’m not the only one that didn’t receive all the parts. Contacted Ring. Very quick, very nice, but sent me the wrong parts twice(at no charge), even after I sent pictures of exactly what I needed. It was the clamp that holds the camera in place. After the second time, I just went to the hardware store and bought an adjustable plumbing ring. Worked like a charm.","","","","","","","","Amazon Customer","","","","","","","B07GT9L6SQ","AmazonReview","","","",""
"page4","","https://www.amazon.com/dp/B076JKHDQT/ref=ods_dabb_B076JKHDQT_productInfo","Ring Rechargeable Battery Pack","","","","","","","","","","","","","","","","B076JKHDQT","AmazonReview","","","",""
"page3-review2","June 11, 2019","https://www.amazon.com/gp/customer-reviews/R2OE9RAMKB0L8Y/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07Z4GHB12","Seemed like it was possessed.","This kindle worked well for a few hours and then all of a sudden it started to search the internet on it's own.  This is for my 8 year old daughter because her old kindle was not working.  This kindle really scared my child.  She would play a game and something would control the game.  We would watch it change the settings on it's own and move from ap to ap.  When the kindle was locked something kept trying to access my contacts, and unlock my kindle!!  It would change the time and change to a different alarm.  I contacted amazon and they were not helpful, because nothing worked..  I had to factory restart it twice and it kept going back to controling itself on it's own.  Finally I just had to return it because it because there was no way to use it.  Amazon needs to make a product that works.","","","","","","","","C. S","","","","","","","B07Z4GHB12","AmazonReview","","","",""
"page3-review7","August 6, 2019","https://www.amazon.com/gp/customer-reviews/R6FE1SQXRGCT8/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07GT9L6SQ","Great price for a spotlight cam.","It may be refurbished, but works and looks great. It does not have the user configurable detection zones like the doorbell or stick up cams. You have to guess at how far out you are setting the detection zones, then walk through them to see where they trigger. It does have a very good picture.","","","","","","","","Ken","","","","","","","B07GT9L6SQ","AmazonReview","","","",""
"page4-review0","May 21, 2018","https://www.amazon.com/gp/customer-reviews/R3VQN4LAHS6GGL/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B076JKHDQT","A must have for those using battery power","For those of you relying on battery power for your Ring doorbell, this is a must! These batteries take all day to fully charge (7 hours or so), so having a charged spare on hand will get your Ring doorbell up and running again quickly. A USB charge cable comes with this battery.","","","","","","","","Debbie&#39;s Themes","","","","","","","B076JKHDQT","AmazonReview","","","",""
"page4-review3","September 16, 2019","https://www.amazon.com/gp/customer-reviews/R2G1BNAW4X1A9V/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07Z4GHB12","Questionable battery life","Good budget tablet but the battery drains continuously when idle at a fast rate (10% daily)","","","","","","","","Fast Unboxer","","","","","","","B07Z4GHB12","AmazonReview","","","",""
"page4-review1","August 9, 2018","https://www.amazon.com/gp/customer-reviews/R1YQPU188ZRYO3/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B076JKHDQT","Second battery a must have","Bought an extra battery works great just like the one that came with the ring doorbell 2. Extra battery on hand is the best way to go after I wasted  time and money with the so called solar chargers advertised for the ring doorbell 2 they are 100% worthless speaking from experience.","","","","","","","","mbg","","","","","","","B076JKHDQT","AmazonReview","","","",""
"page4-review4","June 10, 2019","https://www.amazon.com/gp/customer-reviews/R2V8YQPT1J1QWT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07Z4GHB12","Don't get if you want things like Google play","I'm not a fan. It doesn't hold an internet connection well AT ALL and I hate how limited the device is. I'm sure it's mostly my fault for not reading that the fire tablets are only exclusive to Amazon apps so you can't use any apps from Google play or anything, but in the part of the description I read it said games. I didn't realize it didn't include Google play games. Unfortunately that was my reason for getting a tablet, so I will be returning mine and getting something with Google play services. If you are okay with only watching movies, TV and reading, this may be okay for you. Not sure about the internet connection though, my boyfriend's tablet (Lenovo) doesn't do that.","","","","","","","","Cassie","","","","","","","B07Z4GHB12","AmazonReview","","","",""
"page4-review2","September 13, 2018","https://www.amazon.com/gp/customer-reviews/R3MX6TP4QF9KF9/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B076JKHDQT","Very poor charge life","These batteries have very little charge life sadly.  Unfortunately I'm having to recharge them every 2-3 weeks.  Not ideal especially since this is mounted outside and not easily reachable.","","","","","","","","SportzNut","","","","","","","B076JKHDQT","AmazonReview","","","",""
